product_name,energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,ingredients_from_palm_oil_n,nutrition_grade
Semoule au lait de coco à la vanille de Madagascar,546.9,9.6,6.7,5.5,1.4,0.0975,0.039,0.4,16.0,,,,,,,,4.0,0.0,0.0,c
Fior di frutta - frutti di bosco,664.0,34.0,0.0,0.0,0.0,0.13,0.052,3.3,38.0,,,,,,,,4.0,1.0,,c
Tesco Mixed Baked Beans in Tomato Sauce,396.0,5.4,0.5,0.4,5.1,0.6,0.24,4.0,15.2,,,,,,,,4.0,0.0,0.0,a
Corn,456.2,0.0,0.2,0.0,3.3,0.0,0.0,,23.1,,,,,,,,,,,b
Baked Beans,355.0,4.3,0.5,0.1,4.6,0.53,0.212,5.0,13.0,,,,,,,,4.0,1.0,0.0,a
Special Coconut Rice,705.6,0.5,4.2,2.7,3.5,0.02,0.008,1.2,28.3,,,,,,,,3.0,0.0,0.0,c
pop chip bbq,1870.0,8.23529411764706,14.1176470588235,1.76470588235294,6.47058823529412,0.867647058823529,0.347058823529412,4.70588235294118,70.5882352941177,,,,,,,,4.0,3.0,0.0,c
SOFT WHITE Bloomer,1005.3,2.4,1.2,0.3,9.3,0.7975,0.319,2.6,46.0,,,,,,,,4.0,3.0,0.0,c
SUMOL ANANAS 1.5L STANDARD,79.7,3.1,0.5,0.1,0.5,0.01,0.004,,3.1,,,,,,,,4.0,9.0,0.0,d
Fromage blanc battu à la crème de bresse AOP,472.0,5.1,8.0,5.5,4.0,0.12,0.048,0.0,5.9,,,,,,,,4.0,0.0,0.0,c
All Bran Fibra Plus,1399.5,18.0,3.5,0.7,14.0,0.9,0.36,27.0,48.0,,,,,,,,3.0,0.0,0.0,c
Τραγανές μπουκιές (Ξηροί καρποί),1896.5,12.0,19.0,2.0,8.5,0.01,0.004,10.0,57.0,,,,,,,,4.0,0.0,0.0,b
Steinhofen-Pizza Vier Käse,897.1,2.7,9.1,5.0,10.5,0.98,0.392,2.9,21.1,,,,,,,,4.0,1.0,0.0,c
fulgi integrali de ovăz,1689.9,1.3,6.9,1.1,13.0,0.02,0.008,7.2,68.0,,,,,,,,1.0,0.0,0.0,a
Ready Salted Crisps,2245.0,0.5,33.2,3.0,5.6,1.0,0.4,3.6,52.5,,,,,,,,3.0,0.0,0.0,d
Chicken noodles,1815.0,1.7,15.6,7.2,8.5,3.13775,1.2551,2.0,64.9,,,,,,,,4.0,12.0,0.0,unknown
Les biscuits formes & couleurs,1845.5,18.0,13.0,1.6,6.9,0.38,0.152,2.9,72.0,,,,,,,,3.0,1.0,0.0,not-applicable
Yopro,251.4,5.1,0.5,0.2,8.3,0.245833333333333,0.0983333333333333,,5.4,,,,,,,,,,,c
Sea Salt Potato Chips,590.0,0.0,7.0,1.0,2.0,0.14,0.056,1.0,17.0,0.0,0.0,0.0,0.0,0.01,0.00285714285714286,0.45,3.0,0.0,0.0,b
"Covalact chefir 3,3%",238.0,3.6,3.3,2.0,3.2,0.1,0.04,0.0,3.6,,,,,,,,,0.0,,b
Lait de coco,714.0,2.3,17.0,16.0,1.6,0.052,0.0208,0.5,2.8,,,,,,,,1.0,0.0,0.0,e
Grötbröd,1114.9,4.9,4.7,0.6,11.0,0.9825,0.393,5.0,42.0,,,,,,,,4.0,1.0,0.0,b
BAKED BEANS,355.0,4.3,0.5,0.1,4.5,0.53,0.212,5.0,13.0,,,,,,,,4.0,1.0,0.0,a
Creamy Spreadable Cheese Light,616.0,6.0,7.0,4.7,15.0,1.5,0.6,,6.0,,,0.0,0.0,0.48,0.0,,4.0,2.0,0.0,c
Emmental portion Lpast 29% 250g CC,1525.0,0.5,29.0,20.0,25.0,0.8,0.32,0.0,0.5,,,,,,,,3.0,0.0,0.0,c
Cheerios Avena y Más Granos,1534.2,1.1,5.0,0.9,10.2,1.2468325,0.498733,6.3,66.2,,,,,1.113,0.017,,3.0,2.0,0.0,c
Sucre Roux en Morceau Pure Canne,1683.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,,,,,,,,2.0,0.0,0.0,e
crème chantilly coco,1018.4,3.3,24.0,22.5,2.3,0.075,0.03,1.0,4.9,,,,,,,,3.0,0.0,0.0,d
Oats & Plenty Super Seedy & Nutty Porridge,1793.6,8.6,15.6,4.2,13.0,0.03,0.012,10.1,53.8,,,,,,,,4.0,0.0,0.0,c
Risotto poulet et champignons,532.1,0.0,2.4,0.5,3.7,0.53,0.212,0.8,22.0,,,,,,,,4.0,0.0,0.0,c
Potato breads,954.166666666667,0.833333333333333,5.0,0.333333333333333,3.83333333333333,1.33333333333333,0.533333333333333,3.0,40.0,,,,,,,,4.0,3.0,0.0,c
Thin-Sliced Graintastic Bread,1160.71428571429,10.7142857142857,3.57142857142857,1.78571428571429,10.7142857142857,0.892857142857143,0.357142857142857,7.14285714285714,46.4285714285714,0.0,0.0,0.0,0.0,0.0464285714285714,0.00357142857142857,0.239285714285714,4.0,0.0,0.0,c
Chapata rústica,1698.0,3.3,6.6,0.7,11.0,1.3,0.52,5.8,72.0,,,,,,,,4.0,1.0,,c
Crousty cacahuète,2091.6,1.5,23.0,3.8,13.0,1.3,0.52,4.2,58.0,,,,,,,,3.0,1.0,0.0,c
Skyr Icelandic Style Raspberry,240.6,3.93333333333333,0.3,0.133333333333333,8.9,0.0983333333333333,0.0393333333333333,0.25,4.6,,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
Beurre de cacahuète,2423.4,5.5,45.0,6.5,27.0,0.1,0.04,9.8,13.0,,,,,,,,1.0,0.0,0.0,a
Pom’&go,219.0,11.0,0.3,0.0,0.3,0.0,0.0,2.0,11.0,,,,,,,,1.0,0.0,0.0,a
Bio coconut,389.0,0.9,7.1,6.8,0.7,0.0,0.0,0.0,6.4,,,,,,,,,0.0,0.0,c
Actimel,319.9,5.0,1.8,1.2,1.9,0.0,0.0,,13.0,,,,,,,,4.0,0.0,,d
Kesudió,2598.0,5.7,48.8,8.5,21.3,0.8,0.32,4.2,22.0,,,,,,,,,0.0,0.0,c
Poêlée à la mexicaine,244.0,3.4,1.4,0.2,2.3,0.45,0.18,3.2,7.5,,,,,,,,3.0,0.0,0.0,a
spicy Mexican style microwave rice,617.6,1.6,1.6,0.24,2.88,0.346,0.1384,2.48,28.8,,,,,,,,4.0,2.0,0.0,b
Croc’fondant,2022.0,29.0,23.0,4.5,5.0,0.3,0.12,4.0,62.0,,,,,,,,4.0,3.0,0.0,d
Mild Kvarg - Vanilj,240.3,3.5,0.2,0.1,9.7,0.0975,0.051,,4.0,,,,,,,,4.0,1.0,0.0,a
Rice Krispies,1639.28571428571,10.7142857142857,0.0,0.0,7.14285714285714,1.25,0.5,0.0,89.2857142857143,0.0,0.0,,,0.0,0.0125,0.107142857142857,4.0,1.0,0.0,d
"Hazelnut, Pecan & Maple Oat Bar",1020.0,18.2,25.8,8.4,7.2,0.0,0.0,5.2,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,c
EDEKA Joghurt griechischer Art 1kg 2.19€,222.0,3.4,2.0,1.3,5.3,0.13,0.052,,3.4,,,,,,,,1.0,0.0,,a
Cheese Flavour Potato Snacks Multipack (Walkers),4474.0,5.0,61.2,5.0,5.0,4.19,1.676,2.5,123.8,,,0.0,0.0,,0.0,,4.0,5.0,0.0,e
Tomato juice,97.0,3.6,0.0,0.0,1.5,0.03,0.012,,4.0,,,,,,,,,1.0,0.0,c
Bagel thins,1181.77777777778,7.11111111111111,1.55555555555556,0.222222222222222,10.8888888888889,0.611111111111111,0.244444444444444,3.11111111111111,53.7777777777778,,,,,,,,3.0,2.0,0.0,c
Organic Cannellini Beans in Water,319.0,0.7,0.5,0.1,7.3,0.03,0.012,7.4,11.0,,,,,,,,1.0,0.0,0.0,a
Muesli cranberries cassis,1569.6,14.0,7.0,1.1,11.0,0.01,0.004,8.7,62.0,,,,,,,,3.0,0.0,0.0,a
Chipsfrisch Peperoni,2219.0,1.9,33.0,3.0,5.9,1.4,0.56,4.4,49.0,,,0.0,,,,,4.0,3.0,0.0,d
Sardines,703.3,0.0,8.9,2.8,22.0,0.9,0.36,0.0,0.0,,,0.0,0.0,,0.0,,3.0,0.0,0.0,b
Granola chocolat,1918.68,23.0,17.0,8.4,7.04,,,6.0,66.0,,,,,,,,,,,unknown
Hafer Cuisine,400.0,1.0,7.5,0.9,0.7,0.1,0.04,0.6,6.2,,,,,,,,4.0,1.0,0.0,b
100% pindakaas,2434.0,3.3,48.0,8.8,25.3,0.03,0.012,10.9,8.3,,,,,,,,1.0,0.0,0.0,a
Almost Hafer,212.8,2.2,3.5,0.4,0.5,0.07,0.028,,4.4,,,,,,,,4.0,3.0,0.0,a
Multigrain hoops,1617.7,20.0,2.6,0.5,9.3,0.4125,0.165,8.5,76.2,,,,,,0.014,,,0.0,,c
TCHICO caramel,1711.0,35.0,4.2,,7.7,0.5,0.2,5.8,80.0,,,,,,,,,,,unknown
Пробиотик кисело мляко,293.0,4.2,4.5,2.9,3.2,0.12,0.048,0.0,4.2,,,,,,,,1.0,0.0,0.0,b
Almond Butter,2784.375,6.25,53.125,6.25,21.875,0.0,0.0,9.375,21.875,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
Apple & cinnamon porridge oat bar,1891.0,13.0,21.0,4.0,8.0,0.04,0.016,16.0,50.0,,,,,,,,4.0,0.0,0.0,c
"4 quesos: maasdam, gouda, cheddar, curado. Especial gratinar",1465.0,0.1,28.0,19.0,25.0,1.4,0.56,0.9,0.1,,,,,,,,4.0,1.0,0.0,d
Whole wheat fusilli,676.497695852534,1.38248847926267,0.691244239631336,0.414746543778802,5.71428571428571,0.0100230414746544,0.00400921658986175,3.31797235023041,31.0138248847926,,,,,,,,1.0,0.0,0.0,a
Potetgull Paprika,2106.0,2.1,32.0,2.5,5.9,1.5,0.6,5.6,47.0,,,,,,,,4.0,1.0,0.0,d
Ma popote Lesieur mes galettes de pois chiches,570.0,1.5,4.0,0.8,4.5,0.97,0.388,3.9,19.0,,,,,,,,3.0,0.0,0.0,b
Fruit & Fibre Flakes,1616.0,19.0,5.8,3.7,9.1,0.28,0.112,9.2,69.0,,,,,,0.012,,4.0,0.0,0.0,c
Creamy Chocolate and hazelnut butter,2514.0,9.8,53.9,7.7,15.1,0.41,0.164,9.9,13.8,,,,,,,,3.0,0.0,0.0,b
Forza intensity 9,3.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,unknown
Petit fondu nature,1172.0,3.5,25.0,16.0,11.0,2.5,1.0,,3.5,,,,,,,,3.0,3.0,0.0,e
Overherd Oat Drink Powder,373.6,3.0,3.5,2.7,0.9,0.05,0.02,3.1,12.0,,,,,0.122,,,4.0,0.0,0.0,c
Flora,2184.0,0.5,59.0,23.0,0.5,1.3,0.52,,0.5,,,0.00012,,,,,4.0,1.0,0.0,d
Skyr myrtille,351.7,12.3,0.5,0.1,7.3,0.0975,0.039,0.0,12.3,,,,,0.2,,,4.0,0.0,,b
whole grain rolled oats,1546.0,1.0,7.0,1.0,13.0,0.015,0.006,10.0,58.0,,,,,0.02,0.004,0.362,1.0,0.0,0.0,a
Plenish Barista Organic Almond Drink,132.6,1.3,2.1,0.3,1.2,0.1175,0.047,0.7,1.7,,,,,,,,4.0,0.0,0.0,b
Barista Edition Oat Drink,257.0,3.4,3.0,0.3,1.1,0.1,0.04,0.8,7.1,,,,,0.12,,,3.0,1.0,0.0,d
Olive Spread,2183.0,0.5,59.0,14.0,0.5,0.94,0.376,0.0,0.5,,,0.0008,,,,,4.0,4.0,0.0,d
Peanut butter,2606.6,8.7,52.0,9.5,25.0,,,6.7,12.0,,,,,,,,3.0,0.0,,unknown
Крема сирене XL,1054.0,3.0,25.0,16.0,4.5,0.8,0.32,,3.0,,,,,,,,3.0,0.0,0.0,d
Husman,1387.59689922481,3.87596899224806,3.87596899224806,0.775193798449612,10.077519379845,1.14341085271318,0.457364341085271,20.1550387596899,58.9147286821705,,,0.0,0.0,,0.0024,,3.0,0.0,0.0,b
Honey Nut O's,1784.94395348837,25.5813953488372,3.49,,9.30232558139535,1.04651162790698,0.418604651162791,9.30232558139535,83.7209302325581,,,0.0,0.0,0.116,0.00378583017847486,0.256,4.0,0.0,0.0,unknown
Cottage cheese,365.5,1.7,4.0,2.4,10.0,0.7875,0.315,0.2,2.7,,,,,,,0.1,4.0,2.0,0.0,b
Weetabix Bran Flakes,1519.9,12.0,2.7,0.5,12.0,0.35,0.14,16.0,64.0,,,,,,0.016,,3.0,0.0,0.0,a
Weetbix,1480.0,2.8,1.4,0.3,12.0,0.675,0.27,10.1,67.0,0.0,,0.0,0.0,,0.0,0.35,3.0,0.0,0.0,a
Chips de Sarrasin Curry Crème,2159.2,2.1,31.0,2.9,10.0,0.9,0.36,5.4,47.0,,,,,,,,4.0,0.0,,b
Havre fras Original,1640.0,8.6,6.7,1.2,14.0,0.85,0.34,14.0,62.0,,,,,,,,,0.0,0.0,c
Joghurt Vanille,409.4,12.0,3.3,2.3,3.9,0.16,0.064,,13.0,,,,,,,,4.0,3.0,,c
Pickled Pink Onions,219.8,10.7,0.1,0.0,0.5,0.39,0.156,1.3,11.6,,,,,,,,4.0,2.0,,b
Haferflocken kernig,1580.0,0.7,7.0,1.3,14.0,0.02,0.008,10.0,59.0,,,,,,,,1.0,0.0,,a
Colin d'alaska provencale,236.0,2.2,0.7,0.1,9.1,0.5,0.2,2.2,2.2,,,,,,,,4.0,1.0,0.0,a
Almond Breeze Almondmilk Unsweetened Original Aseptic,52.0,0.0,1.04166666666667,0.0,0.416666666666667,0.177083333333333,0.0708333333333333,0.0,0.416666666666667,0.0,0.0,,,0.1875,0.000291666666666667,0.0666666666666667,4.0,2.0,0.0,b
"Eau aromatisée saveur fraise sans sucres 1,5L",2.0,0.5,0.5,0.1,0.5,0.03,0.012,0.5,0.5,,,,,,,,4.0,3.0,,c
CONCORD GRAPE JELLY,1105.0,50.0,0.0,,0.0,0.0,0.0,,65.0,,,,,,,,4.0,3.0,0.0,d
Tomate séché bio,1654.0,15.0,33.0,4.6,6.3,6.8,2.72,8.9,15.0,,,,,,,,3.0,0.0,,e
RG CS MOY 500G,1565.0,3.0,2.0,0.4,13.2,0.0,0.0,3.4,72.9,,,,,,,,1.0,0.0,0.0,a
Danonino aux fruits panache 50 g x 24,433.0,12.1,2.9,2.0,6.4,0.08,0.032,,12.7,,,,,0.198,,,4.0,5.0,0.0,c
Tuna Chunks,460.3,0.0,1.0,0.3,24.9,0.9825,0.393,0.0,0.0,,,,,,,,3.0,0.0,0.0,a
Sauerkraut mild aus Weißkohl,122.0,1.4,0.5,0.1,1.4,98.0,39.2,2.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,d
Muesli,1562.0,19.1,5.3,0.8,10.6,0.03,0.012,8.1,66.0,,,,,,,,4.0,0.0,0.0,a
4 Brioche Burger Buns,1300.15873015873,9.36507936507937,7.77777777777778,2.53968253968254,9.52380952380952,1.27738095238095,0.510952380952381,1.74603174603175,49.2063492063492,,,,,,,,4.0,2.0,0.0,d
Beurre de cacahuète,2664.0,0.0,40.0,9.0,26.0,0.0,0.0,6.0,10.0,,,,,,,0.054,,0.0,,b
Epinards en branches à la crème,172.0,0.5,2.6,1.5,1.8,0.75,0.3,1.8,1.8,,,,,,,,4.0,2.0,0.0,b
Special k the original,1660.0,14.0,1.3,0.3,8.0,,,6.0,84.0,,,,,,0.015,,3.0,0.0,,unknown
Le fouetté de brebis,1453.5,2.2,34.0,23.0,6.2,0.6,0.24,,5.3,,,,,,,,3.0,0.0,,d
Swirly Pistachi-oh!,620.0,15.0,4.7,2.6,4.0,0.29,0.116,11.0,19.0,,,,,,,,4.0,11.0,0.0,b
Jus de Tomate Salé à 3 g/L,75.0,2.5,0.0,0.0,0.7,0.3,0.12,0.0,3.5,,,,,,,,3.0,0.0,0.0,b
Galettes Boulghour de blé emmental et fondue de poireaux,902.0,2.0,7.5,1.9,8.0,0.92,0.368,5.8,26.0,,,,,,,,4.0,0.0,0.0,b
Greek Feta,1252.0,0.5,25.0,18.0,18.0,1.9675,0.787,0.5,1.0,,,,,,,,3.0,0.0,0.0,d
CHIA SEEDS,719.0,0.0,9.0,1.0,5.0,0.0125,0.005,10.0,13.0,0.0,0.0,6.66666666666667e-06,0.0,0.189,0.00773333333333333,0.122,1.0,0.0,0.0,a
Céréales méditerranéennes,615.7,2.0,1.4,0.2,4.9,0.7,0.28,2.7,27.0,,,,,,,,4.0,0.0,,b
Liberals pro morango,194.028985507246,2.40579710144928,0.289855072463768,0.202898550724638,7.59420289855072,0.1,0.04,0.0,3.18840579710145,,,,,,,,4.0,2.0,,b
Magnum Batonnet Gold Caramel Billion 85ml,1133.0,25.0,14.0,9.6,3.7,0.27,0.108,,32.0,,,,,,,,4.0,8.0,0.0,e
Épinards à la crème fraîche Hachés,206.0,0.7,2.5,1.6,2.1,0.68,0.28,2.2,3.6,,,,,,,,4.0,0.0,0.0,b
Sea Salt & Cracked Black Pepper Hand Cooked Crisps,2013.6,0.9,25.1,2.5,7.5,0.8,0.32,7.9,52.6,,,,,,,,4.0,1.0,0.0,c
Räucher-Tofu,609.8,0.5,8.5,1.3,15.0,0.885,0.354,1.0,1.9,,,,,,,,3.0,1.0,,a
Mighty Oats Classic Muesli Fruit & Nut,1595.6,18.5,9.1,3.1,9.3,0.03,0.012,8.4,60.8,,,,,,,,1.0,1.0,0.0,c
Figue sèche de montagne - Carton 400g,1241.0,52.0,2.6,0.3,3.3,0.2,0.08,12.0,58.0,,,,,,,,1.0,0.0,0.0,c
Poêlée de légumes grillés 750g,177.0,5.1,0.8,0.0,1.6,0.63,0.252,2.3,6.0,,,,,,,,4.0,2.0,0.0,a
SPORT Fraise Framboise,215.0,3.0,0.5,0.1,9.2,0.1,0.04,0.0,3.4,,,,,,,,4.0,2.0,,a
SKYR Icelandic Style Strawberry,239.2,3.8,0.2,0.1,8.9,0.0975,0.039,0.5,4.5,,,0.0,0.0,,0.0,,4.0,6.0,,a
Vanilla flavour soya,369.0,11.0,1.8,0.3,3.2,0.14,0.056,0.5,14.2,,,,,0.12,,,4.0,3.0,0.0,c
True Dates - Sweet Peach,1381.6,68.0,1.5,1.2,2.3,,,10.0,71.0,,,,,,,,4.0,1.0,,unknown
Olivenöl,3389.0,0.0,91.6,14.2,0.0,0.0,0.0,,0.0,,,,,,,,2.0,0.0,,b
Miel Pops,1625.7,22.0,1.5,0.1,5.2,0.4,0.16,4.6,85.0,,,,,,,,4.0,0.0,,c
Traškūs dribsniai su medumi ir riešutais,1839.0,19.0,15.0,5.0,11.0,0.02,0.008,8.1,61.0,,,,,,,,4.0,1.0,,c
Chips paysannes nature,2219.5,0.5,31.0,2.6,6.3,1.1,0.44,3.8,55.0,,,,,,,,3.0,0.0,,d
Proactiv,1315.0,0.0005,35.0,7.6,0.5,0.2,0.08,,0.5,,,0.0008,,,,,,0.0,,c
Muesli,1726.5625,9.375,6.25,0.78125,10.9375,0.078125,0.1171875,10.9375,71.875,0.0,0.0,,,0.046875,0.01125,0.4375,3.0,0.0,0.0,a
Tortilla Large,1277.4,2.0,4.9,1.2,8.3,1.3775,0.551,2.5,55.0,,,,,,,,4.0,2.0,0.0,c
Nestle Cheerios Honey 515g,1605.0,22.3,3.8,0.8,8.7,0.67,0.268,8.5,73.4,,,,,,,,4.0,1.0,0.0,c
Old Fashioned Oats,1671.25,0.0,6.25,1.25,12.5,0.0,0.0,10.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0045,0.375,1.0,0.0,0.0,a
Yogurt Greco 0% Grassi,246.5,3.5,0.0,0.0,10.0,0.1,0.039,0.0,4.5,,,,,,,,1.0,0.0,,a
Ravioli Emmental Basilic,1111.0,2.2,6.1,2.3,9.7,1.3,0.52,2.9,41.0,,,,,,,,3.0,0.0,0.0,d
Kefir,298.3,7.5,3.1,2.0,3.1,0.0875,0.035,,7.7,,,,,,,,4.0,2.0,,c
Kombucha Raspberry Lemonade,7.0,0.0,0.5,0.1,0.5,0.01,0.004,0.5,1.6,,,,,,,,4.0,2.0,,c
Yogurt,226.1,3.0,0.0,,10.3,0.1,0.04,,3.0,,,0.0,0.0,,0.0,,1.0,0.0,,a
Crocchette di verdure con zucchine e basilico,948.2,1.0,11.0,0.8,7.0,1.0825,0.433,3.9,23.0,,,,,,,,4.0,3.0,,c
Cotoletta veg,1078.0,1.3,14.0,1.6,13.0,1.4,0.56,4.1,18.0,,,0.0,0.0,,0.0,,4.0,2.0,,c
Kombucha Fraise et Pêche,8.0,0.0,0.0,0.0,0.0,0.02,0.008,0.0,0.0,,,,,,,,4.0,3.0,,c
Feta Cheese,270.0,,5.0,3.5,4.0,0.55,0.22,,1.0,,0.02,0.0,0.0,,0.0,,4.0,2.0,0.0,unknown
2x BLACKBERRY RASPBERRY-CRANBERRY,322.0,9.4,1.9,0.3,3.6,0.22,0.088,1.1,9.7,,,0.0,0.0,0.12,0.0,,4.0,8.0,0.0,b
Rewe Bio Haferflocken zart,1523.0,1.2,6.6,1.3,13.0,0.03,0.012,9.4,59.0,,,,,,,,1.0,0.0,,a
Icelandic Style Skyr Vanilla,230.7,3.3,0.2,0.1,8.8,0.0975,0.04,0.5,4.1,,,,,,,,4.0,6.0,0.0,a
Amlou à base d’Arachide,,0.0,,0.0,,,,,,,,,,,,,,,,unknown
HJÄLTEROLL,1720.0,7.59999990463257,18.0,6.69999980926514,12.0,0.75,0.3,,50.0,,,,,,,,4.0,1.0,,d
Muesli Floconneux Fruits & Noix,1583.0,18.0,9.1,1.1,11.0,0.02,0.008,9.4,58.0,,,,,,,,3.0,0.0,0.0,b
Skyr,276.4,4.0,0.4,0.08,11.2,0.062,0.08,0.4,4.0,,,,,,,,3.0,0.0,0.0,a
Crème glacée Café 450G/750ml,812.0,21.0,8.4,5.6,3.8,0.01,0.004,,25.0,,,,,,,,4.0,2.0,0.0,d
Ristorante PIZZA SPECIALE,1008.97,2.61,11.3,3.77,10.43,1.25,0.5,1.8,23.48,,,,,,,,,0.0,0.0,d
Boisson pétillante a l’orange sanguine,155.0,8.6,0.0,0.0,0.0,0.01,0.004,,8.6,,,,,,,,4.0,1.0,,e
Cereal,1742.85714285714,21.4285714285714,5.35714285714286,0.0,8.92857142857143,0.892857142857143,0.357142857142857,7.14285714285714,78.5714285714286,0.0,0.0,0.0,0.0,0.0357142857142857,0.0289285714285714,0.303571428571429,4.0,2.0,0.0,d
Crunchy Almond Butter,2416.0,5.1,52.3,4.1,20.9,0.4,0.16,10.9,5.9,,,,,,,,3.0,0.0,,a
Trofie,1192.0,1.3,1.0,0.2,11.0,,,2.2,56.0,,,,,,,,,,,unknown
Mozzarella,1009.0,1.0,19.0,13.0,17.0,0.3925,0.157,0.0,1.0,,,,,,,,3.0,1.0,,c
Organic Burger Buns,1170.16129032258,4.83870967741935,2.41935483870968,0.0,12.9032258064516,1.12903225806451,0.451612903225806,4.83870967741935,48.3870967741935,0.0,0.0,0.0,0.0,0.0806451612903226,0.00145161290322581,0.161290322580645,4.0,0.0,0.0,b
Whole Grain 100% Whole Wheat Bread,1212.79069767442,9.30232558139535,3.48837209302326,1.16279069767442,11.6279069767442,0.784883720930233,0.313953488372093,6.97674418604651,48.8372093023256,,,0.0,0.0,0.0930232558139535,0.0027906976744186,0.27906976744186,4.0,2.0,0.0,b
Vanilla Greek Yogurt Mixed Berry,418.333333333333,12.6666666666667,1.66666666666667,1.0,6.66666666666667,0.125,0.05,0.666666666666667,14.0,0.0,0.00666666666666667,0.0,0.0,,0.0,0.125333333333333,4.0,3.0,0.0,b
Cornflakes estaladiços,1591.0,0.3,1.0,0.2,8.0,0.7,0.28,5.0,80.0,,,,,,,,,0.0,,b
Croc' Fourrés Cacao Noisettes,1831.0,22.0,14.0,3.8,9.4,0.0,0.0,6.0,65.0,,,,,,,,3.0,0.0,0.0,d
Ceréales fourrées cacao noisette sans gluten,1845.0,20.0,15.0,9.3,7.4,0.7,0.28,3.2,67.0,,,,,,,,3.0,0.0,0.0,e
Muesli,1858.7,29.4,17.2,8.4,8.8,0.49,0.196,,63.1,,,,,,,,,,,e
GARLIC & MOZZARELLA FILLED IN-FRY GNOCCHI - CRISP & CREAMY,913.0,4.3,4.0,1.4,7.0,1.5,0.6,5.0,33.0,,,0.0,0.0,,0.0,,4.0,0.0,,c
Açaí + Guaraná,358.0,0.4,4.5,1.9,0.6,0.0,0.0,6.1,12.0,,,,,,,,4.0,4.0,,a
TUNA CHUNKS in Spring Water,442.058823529412,0.0,0.686274509803922,0.196078431372549,24.5098039215686,0.772058823529412,0.308823529411765,0.0,0.0,,,,,,,,3.0,0.0,,a
Extra moelleux,1143.7,3.8,3.2,0.6,6.9,1.1,0.44,3.0,52.0,,,,,,,,4.0,2.0,,c
Cherry Berry,322.105263157895,3.68421052631579,1.57894736842105,1.05263157894737,10.5263157894737,0.151315789473684,0.0605263157894737,0.526315789473684,4.73684210526316,0.0,0.0105263157894737,,,,0.000157894736842105,0.0,4.0,3.0,,a
Confiture 4 fruits,961.9,54.7,0.2,0.1,0.5,0.0975,0.039,1.8,54.8,,,,,,,,,0.0,,d
Simply baked beans LIDL,340.4,4.0,0.5,0.1,4.0,0.4525,0.181,3.9,13.1,,,,,,,,4.0,0.0,,a
Skyr myrtille cassis,310.8,10.0,0.0,0.0,7.0,0.01,0.004,0.6,11.0,,,,,,,,4.0,0.0,,a
Yaourt style Grec,402.08,2.56,8.0,5.28,3.68,0.0002,8e-05,,2.56,,,,,,,,1.0,0.0,,c
Pistachios with milk chocolate,2333.6,36.7,35.4,15.0,11.2,0.1075,0.043,4.3,47.0,,,,,,,,,,,d
Oat Drink,164.96,4.2,1.32,0.16,0.68,0.096,0.0384,0.32,6.0,,,,,0.12,,,4.0,2.0,,c
Creamy Erdnussbutter,2520.0,10.0,48.0,10.0,24.0,0.9,0.36,8.0,16.0,,,,,,,,4.0,0.0,,c
PROTEIN BALL,1590.3,26.2,15.3,2.1,21.9,0.275,0.11,15.4,31.1,,,0.0,0.0,,0.0,,4.0,0.0,,not-applicable
RICE CAKES WITH MILK CHOCOLATE COATING,2014.8,33.0,20.0,13.0,7.0,0.18,0.072,2.1,67.0,,,,,,,,4.0,1.0,,e
Vollkorn Spaghetti,1446.0,3.0,1.7,0.3,12.0,0.03,0.012,6.8,67.0,,,,,,,,,0.0,,a
Rewe Bio Erdnussbutter Creamy,2500.9,4.5,51.0,12.0,25.0,0.42,0.168,8.1,7.3,,,,,,,,3.0,0.0,,c
Mouliné Rustique Lentilles Vertes Pointe De Thym,165.0,1.6,0.2,0.0,2.2,0.59,0.236,0.8,6.7,,,,,,,,3.0,0.0,,b
Chips Street Food Nachos cheddar,2128.0,2.1,33.0,2.7,5.8,1.0,0.4,4.9,46.0,,,,,,,,4.0,0.0,,c
Crisps,2206.0,1.4,32.0,2.7,6.4,1.4,0.56,4.8,51.0,,,,,,,,4.0,1.0,,d
Dinkel Flakes,1552.1,6.4,2.5,0.2,14.0,0.94,0.376,8.2,68.0,,,,,,,,3.0,0.0,,a
Jus d’orange,168.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,9.6,,,,,,,,,0.0,,e
Brown Basmati Rice,537.44,0.4,1.44,0.16,2.56,0.11,0.044,4.08,24.0,,,,,,,,3.0,0.0,,b
Bio-Tofu Geräuchert,624.9,0.0,9.1,1.4,15.8,0.89,0.356,1.6,0.4,,,,,,,,3.0,0.0,,a
