product_name,energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,ingredients_from_palm_oil_n,nutrition_grade
Greek Style Natural Yogurt,498.0,3.4,10.0,5.15,4.13,0.15,0.06,0.5,6.5,,,,,0.12,,,1.0,0.0,0.0,c
Tesco Wholemeal Pitta Bread 6 Pack,1016.0,2.8,1.2,0.2,10.3,0.59,0.236,9.7,42.3,,,,,,,,3.0,1.0,0.0,a
Actimel Strawberry,305.0,11.0,1.4,1.0,2.8,0.1,0.04,1.0,11.0,,,,,0.12,,,4.0,3.0,0.0,e
Coconut Organic,235.3,4.2,1.2,1.0,0.5,0.1,0.04,0.7,10.4,,,,,,,,3.0,0.0,0.0,d
Cooking Light Soya,248.1,0.7,4.6,0.6,2.0,0.15,0.059,0.6,2.3,,,,,,,,4.0,4.0,0.0,a
Queijo de Pastagem Light,936.6,0.3,13.0,9.0,26.5,1.3,0.52,,0.3,,,,,0.87,,,,0.0,,c
Marrakech nec orange 1l,209.0,12.0,0.0,0.0,0.3,0.002,0.0008,,12.0,,,,,,,,4.0,1.0,0.0,e
Rouiba cocktail petit,187.0,10.9,0.0,0.0,0.0,0.0,0.0,,11.0,,,,,,,,4.0,4.0,0.0,e
Hafermilch Kakao,273.0,6.8,1.5,0.2,1.3,0.16,0.064,1.1,11.0,,,,,0.12,,,4.0,0.0,0.0,e
CHIAFRÖ & HAVSSALT,1619.7,2.2,3.2,0.5,8.5,1.0,0.342,8.1,76.0,,,,,,,,3.0,0.0,0.0,b
passat,147.0,4.4,0.1,0.0,1.2,0.35,0.14,1.1,6.3,,,,,,,,3.0,1.0,0.0,a
Valfrutta,114.1,3.7,0.2,0.1,1.2,0.013,0.0052,0.8,4.7,,,,,,,,1.0,1.0,0.0,a
Rummo Penne Rigate Glutenfri 400g,1427.0,0.3,2.0,0.7,6.0,0.0025,0.001,3.1,73.2,,,,,,,,,0.0,0.0,b
Formaggini Parmigiano Reggiano Schmelzkäse,922.2,5.3,15.0,10.0,13.0,1.6725,0.669,,8.6,,,,,,,,4.0,3.0,0.0,d
Fajita Seasoning Mix,1276.0,55.0,1.4,0.2,6.8,19.1775,7.671,4.5,64.0,,,,,,,,4.0,3.0,0.0,not-applicable
Nata para cocinar,781.6,3.7,18.0,12.2,2.4,0.0975,0.039,,4.4,,,,,,,,4.0,0.0,0.0,d
Protein yoghurt,303.0,5.3,0.6,0.4,10.0,0.18,4.7e-05,,5.7,,,,,0.428,,,4.0,1.0,0.0,a
Cinnamon Toast Crunch,1870.73170731707,29.2682926829268,9.75609756097561,0.0,4.8780487804878,0.0878048780487805,0.0351219512195122,7.31707317073171,80.4878048780488,,,1.46341463414634e-05,0.0024390243902439,0.317073170731707,0.00878048780487805,0.0,4.0,4.0,0.0,c
Sea Salt & Vinegar Potato Chips,1807.0,3.0,13.0,1.5,5.6,1.0825,0.433,4.3,70.0,,,,,,,,4.0,2.0,0.0,c
Philadelphia,943.5,4.3,21.0,14.0,5.4,0.7,0.28,0.2,4.3,,,,,,,,3.0,0.0,0.0,d
Lentil Soup,198.0,1.4,0.2,0.0,2.4,0.6,0.24,0.8,8.5,,,,,,,,4.0,0.0,0.0,b
Sliced Soft White Rolls,1113.0,3.0,3.9,0.8,9.7,0.98,0.392,2.4,46.6,,,,,,,,4.0,7.0,0.0,c
Brown rice crisps with chia seeds & quinoa,1960.3,0.9,17.0,1.7,7.9,0.925,0.37,3.0,69.0,,,,,,,,3.0,0.0,0.0,b
Thick Sliced Multigrain Bread,1207.14285714286,7.14285714285714,4.76190476190476,0.0,9.52380952380952,1.30952380952381,0.523809523809524,2.38095238095238,50.0,0.0,0.0,0.0,0.0,0.119047619047619,0.00238095238095238,0.0,4.0,2.0,0.0,d
Wholegrain Ryvita Crackerbread,1606.0,4.1,3.6,0.6,12.5,0.58,0.232,8.5,70.2,,,0.0,0.0,,0.0,,3.0,0.0,0.0,a
Crunchy Nut,1712.66666666667,36.6666666666667,4.66666666666667,0.666666666666667,6.0,0.75,0.3,2.66666666666667,83.3333333333333,,,,,,0.00266666666666667,,3.0,0.0,0.0,d
Honey Cheerios,1566.0,22.3,3.6,0.6,8.9,0.66,0.264,9.1,71.1,,,,,,,,4.0,1.0,0.0,c
Confettura Mirtilli,200.4,5.6,0.2,0.0,0.4,0.0,0.0,2.0,13.1,,,,,,,,4.0,7.0,0.0,b
Vitte wheat and rice flakes,1709.0,16.6,6.6,3.4,9.5,0.69,0.271,6.7,73.5,,,,,,0.009,,4.0,1.0,0.0,d
Wholegrain Wild & Red Rice,736.0,0.4,2.7,0.7,4.5,0.44,0.176,4.4,30.8,,,,,,,,4.0,1.0,0.0,b
Auchan yaourt grec nature 1kg,557.0,4.0,10.0,6.2,7.0,0.18,0.072,0.5,4.0,,,,,,,,1.0,0.0,0.0,c
"Sűrített paradicsom, 28-30 ref.% 0,5% étkezési sóval",368.0,13.4,0.5,0.0,4.5,0.5,0.2,3.6,13.4,,,,,,,,3.0,0.0,0.0,a
Old Fashioned Rolled Oats Whole Grain,1682.29166666667,2.08333333333333,7.29166666666667,1.04166666666667,10.4166666666667,0.0,0.0,8.33333333333333,68.75,0.0,0.0,,,0.04375,0.00416666666666667,0.333333333333333,1.0,0.0,0.0,a
Wholemeal Tortilla Wraps,1193.8,3.7,5.1,2.3,8.8,0.99,0.396,9.4,45.9,,,0.0,0.0,,0.0,,4.0,8.0,0.0,b
Tomato Purée,365.5,14.0,0.5,,5.0,,,3.0,14.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,unknown
Pomerančový džus,186.0,9.1,0.2,0.1,0.7,0.01,0.004,0.3,9.1,,,,0.025,,,,,0.0,0.0,e
Invigorate,220.61,11.0,0.11,0.0,1.3,0.0,0.0,0.93,11.0,,,,0.023,,,,1.0,0.0,0.0,e
Jobnaty light,931.0,0.0,10.0,0.0,6.0,0.5,0.2,0.0,4.0,,,,,,,,3.0,0.0,,b
Taste the Difference vanilla ice cream,916.323529411765,17.5,14.4117647058824,10.5882352941176,3.97058823529412,0.143382352941176,0.0573529411764706,1.32352941176471,17.9411764705882,,,,,,,,3.0,0.0,0.0,d
Taco Mixed Beans in a Tomato Sauce,317.0,3.4,0.4,0.1,4.7,0.001175,0.00047,4.2,11.1,,,,,,,,4.0,0.0,0.0,b
Tesco Oat Drink,199.0,4.2,1.5,0.2,0.5,0.1,0.04,0.7,7.6,,,,,0.12,,,4.0,1.0,0.0,c
Mo' mage blanc végétal,456.2,5.8,4.5,4.3,2.1,0.02,0.008,2.0,14.0,,,,,,,,4.0,1.0,0.0,c
Granola Pépites de chocolat,1672.0,10.9,12.3,3.9,12.9,0.02,0.008,8.9,54.6,,,,,,0.0035,,3.0,0.0,0.0,a
low fat cottage cheese,237.3,3.1,0.9,0.5,8.9,0.3825,2.636,0.0,3.1,,,,,,,,3.0,0.0,0.0,a
Cocoa pillows,1785.1,25.0,13.0,2.4,5.3,0.01,0.004,3.0,70.0,,,,,,,,4.0,1.0,0.0,d
Beurre de cacahuète crémeux,2468.0,3.28,48.0,8.8,25.0,0.12,0.048,11.0,8.28,,,,,,,,1.0,0.0,0.0,a
Mira,0.0,,0.0,0.0,0.0,0.0091,0.00364,0.0,0.0,,,,,,,,1.0,0.0,0.0,a
"Filets de merlu blanc du Cap MSC, panure bio",859.1,0.0,8.3,0.9,12.0,0.91,0.364,1.0,20.0,,,,,,,,3.0,0.0,0.0,b
Arrabbiata Piment,317.0,5.2,4.3,0.5,1.5,0.9,0.36,2.7,6.6,,,,,,,,3.0,0.0,,a
Les belles tranches - Ananas au jus,259.8,9.8,0.5,0.0,0.4,0.0,0.0,0.2,13.7,,,,,,,,1.0,1.0,0.0,a
Houmous très sésame,912.0,0.9,15.0,2.4,9.5,0.61,0.244,0.0,8.1,,,,,,,,3.0,0.0,0.0,c
Cookies chocolat quinoa,2048.0,32.0,23.0,5.8,7.1,0.46,0.184,2.9,62.0,,,,,,,,4.0,2.0,0.0,e
Solo Puffs,1544.7,0.6,3.1,1.6,8.0,0.01,0.004,4.5,74.0,,,,,,,,1.0,0.0,0.0,not-applicable
Wholewheat Spaghetti,1454.375,3.375,1.875,0.375,13.0,0.0125,0.005,7.375,65.0,,,,,,,,1.0,0.0,0.0,a
refined sunflower oil,3768.0,0.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,2.0,1.0,0.0,c
Sour Cream and Chive Flavour Rice and Corn Cakes,1619.58762886598,2.06185567010309,3.09278350515464,1.03092783505155,8.24742268041237,1.10824742268041,0.443298969072165,4.12371134020619,78.3505154639175,,,,,,,,4.0,1.0,0.0,c
Oven baked cheese and onion,1840.90909090909,7.27272727272727,12.7272727272727,1.36363636363636,5.90909090909091,5.90909090909091,2.36363636363636,6.36363636363636,72.7272727272727,,,0.0,0.0,,0.0,,4.0,6.0,,e
Crema suave de cacahuete,2528.0,7.9,48.2,5.7,25.0,0.01,0.004,7.0,15.5,,,,,,,,1.0,0.0,,a
Aldi Slightly Salted Rice Cake,1614.9,1.3,3.2,0.7,8.9,0.21,0.084,4.1,77.2,,,,,,,,3.0,0.0,0.0,b
"Noisette, graine de courge et abricot, 3 barres",2194.0,16.0,36.0,5.2,18.0,0.35,0.14,10.0,28.0,,,,,,,,4.0,0.0,0.0,d
Magnum Glace Bâtonnet Mini Deluxe Caramel 6x55ml,1267.0,26.0,18.0,13.0,3.1,0.19,0.076,1.5,31.0,,,,,,,,4.0,7.0,0.0,e
GLUTEN FREE GRANOLA CASHEW & ALMOND,1765.5,9.7,13.0,1.9,11.0,0.03,0.012,15.0,57.5,,,,,,,,4.0,0.0,0.0,a
Coco Pops,1635.8,17.0,1.9,0.9,6.3,0.525,0.21,3.8,84.0,,,0.00033,0.0072,,0.008,,4.0,0.0,0.0,c
Bingo! Potato Chips Chilli Sprinkled,2221.0,1.5,33.4,14.2,7.1,2.0615,0.8246,,50.5,0.1,,,,,,,4.0,1.0,0.0,e
100% issu des fruits fraise,752.0,36.0,0.6,0.5,0.8,0.05,0.02,3.2,40.0,,,,,,,,4.0,1.0,0.0,c
Berry granola,1948.0,17.2,17.6,2.1,10.3,0.03,0.012,5.7,63.3,,,,,,,,4.0,0.0,0.0,c
DATTES MEDJOOL,1085.0,65.0,3.0,1.0,2.0,0.0,0.0,5.0,71.0,,,,,,,,1.0,0.0,,d
Kombucha Fleur de sureau & Citron,2.0,0.0,0.0,0.0,0.0,0.14,0.056,0.0,1.0,,,,,,,,4.0,3.0,0.0,c
L’extra fondant,1474.6,0.0,28.0,20.0,24.0,1.5,0.6,,1.8,,,,,,,,3.0,0.0,,d
Kéfir fruits rouges,247.0,7.4,1.3,0.8,3.3,,,,8.4,,,,,,,,4.0,1.0,0.0,unknown
Choco Krispies Chocos,1590.0,22.0,2.2,1.0,10.0,0.66,0.264,6.0,77.0,,,,,,0.008,,4.0,0.0,0.0,c
Noix de cajou grillées sans sel ajouté,2495.0,6.6,47.0,8.5,21.0,0.02,0.008,5.3,21.0,,,,,,,,1.0,0.0,,b
veganer Hirtengenuss,1256.0,0.1,29.1,26.6,0.4,2.4,0.96,0.1,10.1,,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,e
Skyr,244.0,3.9,0.2,0.1,10.0,0.09,0.036,,3.9,,,,,,,,3.0,0.0,,a
Sojade Skyr végétal,279.2,0.0,3.6,0.5,7.0,0.11,0.044,0.4,1.4,,,,,,,,1.0,0.0,,a
Vanilla Almond Butter Nut Granola,2336.66666666667,13.3333333333333,43.3333333333333,11.6666666666667,20.0,0.875,0.35,6.66666666666667,20.0,0.0,0.0,,,0.0666666666666667,0.00333333333333333,0.433333333333333,3.0,0.0,0.0,d
Soja vanille Bio,257.0,5.8,2.0,0.3,3.7,0.02,0.008,0.6,6.8,,,,,,,,4.0,2.0,0.0,b
Carb Balance Flour Tortilla Wraps,690.5,0.0,3.5,1.5,6.0,0.825,0.33,17.0,19.0,0.0,0.0,0.0,0.0,0.07,0.00209302325581395,0.01,4.0,7.0,0.0,a
φυστικοβούτηρο 100%,2619.0,5.5,50.0,6.5,27.0,0.01,0.004,,13.0,,,,,,,,1.0,0.0,0.0,a
Yeo Valley Organic Kefir Strawberry Fermented Yoghurt,331.0,9.5,1.9,1.3,4.2,0.11,0.044,0.1,11.1,,,,,0.161,,,4.0,0.0,0.0,e
PET 1.25L TROPICO ORIG OR. ANA,129.0,7.2,0.0,0.0,0.0,0.0,0.0,,7.2,,,,,,,,4.0,3.0,,d
Roasted Pine Nut Hummus,1185.71428571429,3.57142857142857,21.4285714285714,1.78571428571429,7.14285714285714,1.02678571428571,0.410714285714286,3.57142857142857,14.2857142857143,0.0,0.0,,,,,,3.0,1.0,0.0,c
Fette biscottate dorate 630 gr,1671.7,6.5,6.1,0.6,11.0,1.2775,0.511,6.5,71.0,,,,,,,,3.0,0.0,0.0,c
Greek style yogurt,424.6,4.2,7.6,5.1,4.0,0.0975,0.039,0.5,4.2,,,0.0,0.0,,0.0,,1.0,0.0,0.0,c
Rillettes Bordeau Chesnel Format Familial,1777.3,0.2,40.5,15.2,16.0,1.1,0.44,,0.4,,,,,,,,3.0,0.0,0.0,e
Gemüse Rahmspinat angefangen,227.9,1.7,2.6,0.7,3.5,0.73,0.292,1.8,3.4,,,0.000520588235294118,0.0,,0.0,,4.0,0.0,0.0,a
Fromage fondu à tartiner,1049.0,7.0,21.0,,9.0,,,,7.0,,,,,,,,4.0,7.0,,unknown
Paprika,2177.1,3.2,30.0,2.8,6.7,1.2775,0.511,4.4,54.0,,,,,,,,4.0,2.0,,d
Datteln entsteint / Dates pitted,1225.0,65.0,0.5,0.1,1.9,0.09,0.036,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,d
Muesli,1567.77777777778,17.1111111111111,5.55555555555556,0.888888888888889,10.0,,,6.88888888888889,66.8888888888889,,,,,,,,4.0,0.0,,unknown
Mix & go,463.4,10.7,2.6,1.0,5.9,0.17,0.068,,15.7,,,,,,,,,,,b
CRUNCHY PEANUT butter,2568.0,6.7,48.4,6.0,26.2,0.03,0.012,7.1,16.2,,,,,,,,1.0,0.0,,a
Raisin Bran,1347.45762711864,28.8135593220339,1.69491525423729,0.0,8.47457627118644,0.847457627118644,0.338983050847458,11.864406779661,79.6610169491525,,0.0,0.0,0.0,0.0338983050847458,0.047400172364263,0.474576271186441,3.0,0.0,,d
All Bran Flakes,1513.0,11.0,2.5,0.5,12.0,0.28,0.112,16.0,64.0,,,,,,0.016,,3.0,0.0,,a
Riz de Camargue long grain - étui 1kg,1485.0,0.5,0.6,0.1,7.4,0.01,0.004,1.4,78.0,,,,,,,,1.0,0.0,,b
Pain croustillant classic,1945.8,2.9,20.7,3.0,14.1,1.8,0.72,8.3,51.4,,,,,,,,3.0,0.0,0.0,c
Activia fibre,255.0,9.6,0.9,0.6,2.9,0.08,0.032,1.2,9.7,,,,,,,,4.0,1.0,0.0,b
Pasteque,1145.0,47.7,0.0,0.0,0.0,1.6,0.0,0.0,50.2,,,,,,,3.947,4.0,5.0,,e
Protein Flatbreads,991.0,3.04,4.16,0.8,12.96,0.00212,0.00085,6.08,33.76,,,0.0,0.0,,0.0,,4.0,9.0,,a
Primalac 1,432.333333333333,13.8333333333333,4.33333333333333,1.83333333333333,2.16666666666667,0.125,0.05,,13.8333333333333,,,,,,,,4.0,3.0,,not-applicable
Peanut Butter 100% Arachidi,2546.0,5.9,49.0,6.2,25.8,0.0,0.0,8.2,14.0,,,,,,,,1.0,0.0,,a
NESTLE NESQUIK Cereal,1588.0,21.8,2.9,0.7,8.6,0.22,0.088,9.3,74.1,,,,,,,,4.0,0.0,,c
Fromage à tartiner Ail et fines herbes,1066.0,2.3,25.0,17.0,6.0,1.4,0.56,0.0,2.3,,,,,,,,3.0,0.0,,d
Brookieees & Cream,1210.0,24.0,17.0,11.0,4.1,0.36,0.144,0.5,29.0,,,,,,,,4.0,4.0,,e
Pain de mie multi graines,1283.0,1.5,8.1,0.9,16.0,0.8,0.32,6.0,39.0,,,,,,,,,,,a
Gnocchi à poêler au fromage,947.0,2.1,8.1,3.1,8.3,1.3,0.52,1.7,29.0,,,,,,,,4.0,0.0,,d
Croustillant Macadamia Raisins,1761.66666666667,15.0,13.0,1.5,8.33333333333333,0.0,0.0,7.83333333333333,63.3333333333333,,,,,,,,,1.0,,b
Gyoza au poulet,713.0,1.7,6.2,0.9,7.4,0.9,0.36,1.6,20.0,,,,,,,,4.0,0.0,,c
aceite de oliva,3700.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,b
Sourdough Bread,1135.71428571429,4.08163265306122,3.06122448979592,0.0,8.16326530612245,1.1734693877551,0.469387755102041,2.04081632653061,51.0204081632653,0.0,0.0,0.0,0.0,0.0612244897959184,0.00444444444444444,0.0816326530612245,4.0,6.0,0.0,c
Raisins,1255.0,65.0,0.0,0.0,2.5,0.0625,0.025,5.0,77.5,0.0,0.0,0.0,0.0,0.05,0.0,0.75,1.0,0.0,0.0,d
Almond Breeze Unsweetened Low Fat Milk Alternative,53.0,0.0,2.2,0.1,0.5,0.15,0.06,0.0,0.2,,,,,0.12,,,4.0,2.0,0.0,b
Unsweetened Organic Fortified Soy Beverage,129.8,0.8,1.4,0.2,3.2,0.02,0.008,0.4,1.2,0.0,,4e-05,,0.12,0.0004,0.14,4.0,0.0,0.0,b
Cream Cheese Product,1023.33333333333,6.66666666666667,20.0,13.3333333333333,6.66666666666667,1.08333333333333,0.433333333333333,0.0,10.0,0.666666666666667,0.0666666666666667,0.0,0.0,,0.0,,4.0,3.0,0.0,d
Whole Wheat Original,1235.55555555556,2.22222222222222,4.44444444444444,0.0,8.88888888888889,2.11111111111111,0.844444444444444,11.1111111111111,48.8888888888889,0.0,0.0,,,0.244444444444444,0.00348837209302326,0.288888888888889,4.0,7.0,0.0,c
Greek Style Yogurt Unsweetened,519.9,4.8,9.6,6.5,4.1,0.2,0.08,0.4,5.4,,,,,,,,1.0,0.0,0.0,c
Total 0%,357.0,5.0,0.0,0.0,16.0,0.1375,0.055,0.0,5.0,0.0,0.01,0.0,0.0,0.18,0.0,0.23,1.0,0.0,0.0,a
PREMIUM MUESLI LUXURY FRUIT,1469.0,28.0,3.7,1.8,6.2,0.03,0.012,6.2,69.2,,,,,,,,4.0,2.0,0.0,c
Tortillas à base de farine de blé,1377.0,3.2,7.3,0.9,9.4,0.94,0.9,2.3,54.6,,,,,0.039,0.0033,0.131,4.0,9.0,0.0,c
Olivenöl,3389.0,0.0,91.6,12.8,0.0,0.0,0.0,,0.0,,,,,,,,2.0,0.0,0.0,b
Choco Hoops,1578.3,18.0,2.1,0.6,10.1,0.235,0.094,7.8,74.5,,,,,,,,4.0,0.0,0.0,b
Extra Virgin Olive Oil,3389.0,0.0,91.6,13.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,b
Reduced fat homous,991.0,0.7,16.9,1.9,8.2,0.46,0.184,5.6,10.7,,,,,,,,3.0,1.0,0.0,a
Dessert Fruitier Pomme Nature,296.0,16.0,0.1,0.0,0.3,0.0,0.0,1.2,16.0,,,,,,,,3.0,1.0,0.0,a
Yaourt nature 0% 12x125g,158.0,4.6,0.5,0.1,4.1,0.13,0.048,0.5,5.2,,,,,0.12,,,1.0,0.0,0.0,a
"Fromage blanc frais nature au lait pasteurisé 3,6% MG, 6x60g",356.0,3.5,3.6,2.3,9.6,0.1,0.04,0.5,3.5,,,,,,,,1.0,0.0,0.0,b
"Bâtonnets de poisson Colin Alaska MSC, 15 pièces - 450g",861.0,0.5,7.9,0.6,14.0,0.74,0.296,1.0,19.0,,,,,,,,4.0,1.0,0.0,a
Tarte Fine Courgette Fromage de Chèvre,828.0,3.3,9.6,5.3,5.1,0.95,0.38,1.6,22.0,,,,,,,,3.0,0.0,0.0,d
Salade à l'italienne,753.0,1.7,7.1,2.2,6.7,0.59,0.236,1.7,21.0,,,,,,,,4.0,5.0,0.0,c
Betteraves rouges,169.56,6.7,0.18,0.028,1.4,0.14,0.09,2.3,7.1,,,1.75e-06,0.0036,0.016,0.00079,0.305,1.0,0.0,0.0,a
Confiture orange bio,1049.0,59.0,0.0,0.0,0.6,0.08,0.032,0.9,60.0,,,,,,,,4.0,1.0,0.0,d
Haricots verts*,148.0,1.3,0.5,0.1,2.1,0.04,0.016,4.3,3.7,,,2.0952e-05,0.0041,0.042,0.00066,0.159,1.0,0.0,0.0,a
Velouté de légumes anciens,138.0,1.5,1.1,0.1,0.6,0.62,0.248,0.9,4.7,,,,,,,,3.0,0.0,0.0,c
Krounchy chocolat avoine sans gluten,1936.3,22.0,17.0,4.0,8.7,0.05,0.02,6.8,65.0,,,,,,,,3.0,0.0,0.0,c
Salteado de verduras asadas,203.0,4.4,2.2,0.6,1.3,0.44,0.176,2.2,4.8,,,,,,,,3.0,0.0,0.0,c
Faisselle de la Bresse,389.0,3.5,7.1,4.9,3.3,0.1,0.04,,4.1,,,,,,,,3.0,0.0,0.0,c
Tomates entières pelées bio,86.0,3.4,0.5,0.0,1.2,0.0,0.0,1.0,3.4,,,,,,,,1.0,0.0,0.0,a
"Houmous haricot rouge, betterave & poivre giroflé",893.0,3.7,16.0,1.5,6.2,1.3,0.52,0.0,9.2,,,,,,,,3.0,0.0,0.0,c
Haferflocken,1563.0,1.1,7.0,1.3,13.0,0.03,0.012,10.0,59.0,,,,,,,,1.0,0.0,0.0,a
Soja Natur vegan,201.4,0.5,2.9,0.4,4.8,0.1,0.04,0.5,0.5,,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
SKYR aardbei,272.0,6.8,0.0,0.0,8.5,0.12,0.048,,7.5,,,0.0,0.0,,0.0,,4.0,0.0,0.0,a
HEINZ BEANZ In a rich tomato sauce,275.9,1.9,0.2,0.0,4.6,0.4,0.16,3.6,9.5,,,0.0,0.0,,0.0,,4.0,1.0,0.0,a
ORIGINAL NATURALLY SWEET,323.4,6.2,1.2,0.2,2.4,0.4,0.157,3.0,12.6,,,,0.002,,,,3.0,0.0,0.0,b
Lime & Coriander Basmati Rice,562.08,0.64,3.04,1.92,2.48,0.298,0.1192,1.12,23.44,,,,,,,,4.0,0.0,0.0,c
Mango Chutney,980.4,52.4,0.4,0.1,0.2,2.5,1.0,,56.6,,,,,,,,3.0,0.0,0.0,e
Yoghurt Vanille,389.9,10.8,3.6,2.0,4.3,0.0975,0.039,0.0,10.8,,,,,,,,4.0,0.0,0.0,c
Soured cream 18%,794.0,4.5,18.0,12.0,2.7,0.1,0.04,,4.8,,,,,,,,4.0,1.0,0.0,d
TWARÓG WIEJSKI PÓŁTŁUSTY,485.0,3.8,4.0,2.4,16.0,0.11,0.044,,3.8,,,,,,,,3.0,0.0,0.0,a
Nouilles - Saveur Curry,407.0,1.4,3.6,1.6,2.2,0.5,0.2,1.1,14.0,0.0,,,,,,,4.0,3.0,1.0,unknown
Tria Couscous Moyen,1761.0,1.0,9.0,0.0,12.0,0.0,0.0,,72.0,,,,,,,,1.0,0.0,0.0,a
Orange juice,154.9,,0.1,0.0,0.7,0.0,0.0,0.2,8.1,,,,,,,,1.0,0.0,0.0,unknown
Lay's Edible Salt,2111.3,0.6,30.0,13.0,7.9,0.7,0.28,,51.0,,,,,,,,3.0,0.0,0.0,e
Yogur sabor macedonia,323.0,11.9,1.9,1.1,3.0,0.11,0.044,,11.9,,,,,0.12,,,4.0,2.0,0.0,c
Macarrón,1528.5,3.6,1.5,0.3,13.0,0.01,0.004,3.5,72.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
Atún en aceite de oliva,1504.0,0.5,32.0,5.4,18.0,0.87,0.348,,0.5,,,,,,,,3.0,0.0,0.0,d
Yulaf Ezmesi,1747.66666666667,1.33333333333333,7.66666666666667,1.66666666666667,14.0,0.02,0.008,13.0,66.0,,,,,,0.00433333333333333,0.34,,0.0,0.0,a
Craisins,1471.0,72.5,0.0,0.0,0.5,0.0,0.0,7.5,82.5,,,,,,,,3.0,0.0,0.0,d
Blueberries,188.0,9.1,0.2,0.1,0.9,0.01,0.004,1.5,9.1,,,3.6e-08,0.000132,8.2e-05,4e-06,0.001047,,,,a
Taco Mixed Beans in Spicy Tomato Sauce,291.2,3.7,0.2,0.1,3.9,0.4,0.157,3.6,11.1,,,,,,,,4.0,1.0,0.0,c
Very veggie falafels menthex10,1238.0,2.4,16.0,1.5,10.0,1.4,0.56,6.4,25.0,,,,,,,,3.0,2.0,0.0,b
Strong White Bread Flour,1555.6,1.4,1.4,0.2,11.7,0.01,0.004,3.1,75.3,,,,,,,,1.0,0.0,0.0,a
Nuts and raisin,2121.0,28.5,30.8,3.7,18.0,0.06,0.024,10.9,34.1,,,,,,,,1.0,0.0,0.0,d
Organic Miso Paste,737.0,5.6,6.7,1.0,11.0,11.9,4.76,4.9,16.0,,,,,,,,3.0,0.0,0.0,e
Sardinillas picantes en aceite de girasol,1120.0,0.0,23.1,4.06,15.5,1.06,0.424,,0.1,,,,,,,,3.0,0.0,0.0,d
Nuez de Brasil Natural,2781.0,1.6,63.4,15.1,16.7,0.37,0.148,8.3,5.1,,,,,0.16,,,1.0,0.0,0.0,c
Nesquik Duo,1606.0,22.1,4.1,1.8,8.4,0.17,0.068,8.1,74.4,,,,,0.54,0.01,,4.0,1.0,0.0,c
Lait coco,824.0,2.0,17.0,14.4,2.02,0.03,0.012,,2.8,,,,,,,,1.0,0.0,,e
Raw garlic and dill sauerkraut,92.1,0.7,0.5,0.1,1.2,1.5,0.6,2.4,2.0,,,,,,,,3.0,0.0,0.0,b
Grana Padano 16 Mesi,1654.0,0.0,29.0,18.0,33.0,1.5,0.6,0.0,0.0,,,,,,,,3.0,1.0,0.0,d
Black beans,458.0,0.5,0.5,0.1,6.3,0.01,0.004,6.4,16.6,,,,,,,,4.0,1.0,0.0,a
Margarine,296.0,0.0,8.0,1.0,0.0,1.75,0.7,0.0,0.0,0.0,0.0,0.001,0.0,,0.0,0.0,4.0,3.0,0.0,c
Champignon entier sans sulfite 1/2,80.0,0.2,0.6,0.1,1.8,1.0,0.4,2.4,0.7,,,,,,,,3.0,0.0,0.0,a
Red and white quinoa,736.88,0.88,3.36,0.64,6.4,0.024,0.0096,4.32,27.6,,,,,,,,3.0,0.0,0.0,b
Falafel Menthe et Coriandre,941.8,1.1,10.0,1.1,8.4,0.8,0.32,9.0,21.0,,,,,,,,3.0,1.0,0.0,a
Coco fermenté vanille,541.0,6.4,10.0,9.4,1.0,0.01,0.004,1.6,11.0,,,,,,,,3.0,0.0,0.0,c
Oat Drink Organic,203.0,3.5,1.5,0.2,1.1,0.1,0.04,0.8,7.2,,,,,,,,3.0,0.0,0.0,c
Fiocchi di riso e frumento integrale,1545.6,12.0,1.4,0.3,9.0,1.25,0.5,6.1,76.0,,,,,,0.012,,3.0,0.0,0.0,c
Huile d'olive vierge extra française BIO 75cl,3700.0,0.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,b
Baker's White Bloomer,1016.93548387097,2.58064516129032,2.58064516129032,0.483870967741935,9.19354838709677,0.887096774193548,0.354838709677419,2.41935483870968,43.8709677419355,,,,,,,,3.0,3.0,0.0,c
Tartex Bio Toskana Abendbrotaufstrich,1522.0,5.5,34.0,2.2,3.6,1.3,0.52,2.0,11.0,,,,,,,,3.0,0.0,0.0,d
Cannellini Beans In Water,357.0,1.1,0.4,0.1,5.9,0.04,0.016,5.8,11.6,,,,,,,,4.0,2.0,0.0,b
